6672002;Сетка и режущий блок Braun 32B;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;3 050;0
177792;Сетка и режущий блок Braun 32S;М1;М2;М3;М4;М5;;М7;М8;М9;М10;М11;3 050;0
6679380;Сетка и режущий блок Braun 51S;;М2;;;М5;;;;;;;2 150;0
177793;Сетка и режущий блок Braun 52S;;;;;;;;;М9;;;2 199;0
4720138;Сетка и режущий блок Braun 53B Black;М1;;;;;;;;;;;3 099;0
177794;Сетка и режущий блок Braun 70S;;;;М4;М5;М6;М7;М8;М9;;М11;4 899;0
4720139;Сетка и режущий блок Braun 73S Silve;М1;;;;;;;;;;;3 799;0
1346544;Сетка и режущий блок DEXP FSR-3000;;;;;М5;;;;;;М11;350;0
193758;Сетка и режущий блок Panasonic WES9012Y1361;М1;;;М4;;;;;;;;1 999;0
1165976;Сетка и режущий блок Panasonic WES9025Y1361;;;;;;;;;М9;;;2 899;0
1170090;Сетка МИКМА М-211;;;;;;;;;;;М11;170;0
1170189;Сетка Микма М-308;;;;;;;;;М9;;;330;0
1115198;Сменное лезвие Philips OneBlade QP210/50;;М2;М3;М4;М5;М6;;М8;М9;М10;М11;1 150;0
1115200;Сменное лезвие Philips OneBlade QP220/50;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;1 899;0
1633860;Сменное лезвие Philips OneBlade QP610/50;М1;;М3;;;;М7;;;;;1 399;0
1633861;Сменное лезвие Philips OneBlade QP620/50;;М2;;М4;;М6;;;;;;2 150;0
177769;Сменный картридж Braun CCR 2;;М2;;М4;М5;М6;;М8;;М10;М11;1 050;0
1293596;Сменный картридж Braun CCR4;;;;;М5;М6;;;М9;;М11;2 450;0
Код;Бытовая техника / Красота и здоровье / Бритье и эпиляция / Аксессуары к эпиляторам и косметическим приборам;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
1000068;Насадка Braun 771WD/781WD;М1;;;;;;;;;;;299;0
1028695;Насадка Braun 79 SPA;;;;;;;;;;;М11;580;0
1028696;Насадка Braun SE 791;М1;;;;;;;;;;;810;0
1000075;Насадка Braun SE80 Face;М1;;;;М5;;;;М9;;;499;0
197571;Насадка Braun SE89 Face;М1;;;;;;;;;;;399;0
Код;Бытовая техника / Красота и здоровье / Бритье и эпиляция / Женские электробритвы и триммеры;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
153550;Триммер Braun FG 1100;М1;;;М4;;;;;М9;;;2 799;1 300
8100291;Триммер Irit IR-3232;М1;;М3;М4;М5;М6;М7;М8;М9;;;350;120
1123187;Триммер Remington BKT4000;;;;;;;;;М9;;;1 899;0
1252349;Триммер Scarlett SC-TR307T01;М1;М2;М3;;М5;М6;;;М9;;;620;0
8110530;Электробритва Gezatone DP511;;М2;;;;;М7;;М9;;;1 399;500
1046715;Электробритва Philips BRL140;М1;М2;;М4;М5;;М7;М8;М9;М10;М11;3 299;1 000
Код;Бытовая техника / Красота и здоровье / Бритье и эпиляция / Мужские электробритвы;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8179061;Электробритва ARESA AR-4601;;;;;;;;;М9;;;2 299;0
1094978;Электробритва Atlanta ATH-6623;;;;;;;;;М9;;;799;0
141916;Электробритва Braun 130 Series 1;М1;;М3;;;;;М8;М9;;;2 499;0
1281914;Электробритва Braun 170 Series 1;М1;;;;;М6;;;М9;;;3 199;0
1048093;Электробритва Braun 3000s Series 3;М1;;М3;М4;;;;;М9;;;4 799;0
8163538;Электробритва Braun 300BT;;;;М4;М5;;;;М9;;;4 399;0
8163539;Электробритва Braun 300s Series 3;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 999;0
1097028;Электробритва Braun 300s Series 3;М1;М2;;;М5;М6;;;М9;;;2 999;0
1319664;Электробритва Braun 300s Series 3;М1;;;;;;М7;;М9;;;2 999;0
1161103;Электробритва Braun 300TS Series 3;М1;;М3;М4;М5;;М7;М8;М9;;М11;2 999;0
1097030;Электробритва Braun 3010BT Series 3;;М2;М3;М4;М5;;М7;;;;М11;3 699;0
1288274;Электробритва Braun 301s;М1;;М3;М4;М5;;;;М9;;;2 999;0
1031715;Электробритва Braun 3030s Series 3;М1;М2;М3;;;;М7;;;;М11;5 999;0
7919670;Электробритва Braun 3040s Series 3;М1;М2;М3;М4;;;М7;;М9;;М11;7 299;0
1132997;Электробритва Braun 310s;;;;;;;;;;М10;;4 450;0
1671556;Электробритва Braun 50-M1000s MIN;;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;6 999;0
1644864;Электробритва Braun 50-W1500s;М1;М2;;М4;М5;;;;;;М11;6 499;0
1150377;Электробритва Braun 5140s Series 5;М1;М2;М3;М4;;;М7;;;;М11;7 550;0
1326758;Электробритва Braun 5147s;;;;;;;;;М9;;;9 299;0
1150398;Электробритва Braun 5190cc Series 5;М1;М2;;;;;М7;;;;;12 999;0
1644873;Электробритва Braun 60-N1000s;;;;М4;;;;;;;;13 299;0
1644879;Электробритва Braun 60-N4500cs;;;;;;;;М8;;;;17 699;0
8155457;Электробритва Braun 8325s;;М2;;;;;;;М9;;;24 499;0
8155456;Электробритва Braun 8350s;;М2;;;;;;;;;;20 499;0
8155455;Электробритва Braun 8385сс;М1;М2;;;М5;;;;;;;33 999;0
8155454;Электробритва Braun 9330s;;;;;;;;;;;М11;34 999;0
8155453;Электробритва Braun 9385cc;;;;М4;;;М7;;;;М11;40 999;0
1222082;Электробритва Centek CT-2160 + триммер для носа и ушей;;;М3;;М5;М6;;М8;М9;;;1 699;0
1104505;Электробритва Centek CT-2163;М1;М2;;;М5;;;;М9;;;1 399;0
1107312;Электробритва Centek CT-2166;М1;М2;М3;М4;М5;М6;М7;;М9;;М11;1 199;0
1110976;Электробритва Centek CT-2168;;;М3;;;;;;;;;1 450;0
1104508;Электробритва Centek CT-2169;;;;;;;;;М9;;;1 899;0
1104509;Электробритва Centek CT-2170;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;1 599;0
1104510;Электробритва Centek CT-2171;М1;;М3;М4;М5;;М7;М8;М9;;;1 299;0
1104511;Электробритва Centek CT-2172;;;;;;;;;М9;;;1 299;0
8164600;Электробритва Centek CT-2174;;;;;;;;;М9;;;899;0
8161326;Электробритва Centek CT-2175;;;М3;М4;;;М7;;М9;;;1 499;0
8164601;Электробритва Centek CT-2176;М1;М2;М3;;;М6;М7;М8;М9;;;799;0
1250094;Электробритва DEXP FS-3000;;;М3;;;;;;М9;;;750;0
1250097;Электробритва DEXP RS-3100 Series;;;М3;;М5;;М7;М8;;;;1 499;0
1358807;Электробритва DEXP SH-3000;;;М3;;;;;;;;;1 499;0
1355729;Электробритва DEXP SN-1000;;;М3;;М5;;;;М9;М10;;999;0
1133945;Электробритва Irit IR-3019;;М2;М3;М4;;М6;;М8;М9;;;570;0
1133946;Электробритва Irit IR-3207;М1;;;;;М6;;;;;;599;0
8156708;Электробритва NDCare Barber MS01;;М2;;;М5;М6;М7;М8;М9;;;799;0
141998;Электробритва Panasonic ES-3042;;;;;М5;М6;;;М9;;;2 499;0
141980;Электробритва Panasonic ES-6002;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 999;0
141968;Электробритва Panasonic ES-GA21;;;;;;;;М8;М9;;;10 499;0
1037444;Электробритва Panasonic ES-LT4N-S820;М1;М2;;;;;М7;;;;М11;17 999;0
141976;Электробритва Panasonic ES-RF31;М1;М2;М3;М4;М5;;М7;М8;;;М11;7 699;0
1011274;Электробритва Panasonic ES-RT77;М1;М2;М3;М4;М5;М6;М7;М8;М9;;М11;5 799;0
1011268;Электробритва Panasonic ES-RT87;М1;;М3;;;;;;М9;;;9 799;0
1202912;Электробритва Panasonic ES-RW30-CM520 + триммер для носа и ушей;;;;;;;;;М9;;;5 599;0
141978;Электробритва Panasonic ES-SA40;М1;М2;М3;М4;;;М7;;М9;;;3 299;0
1000165;Электробритва Panasonic ES-SL41-S;М1;М2;;М4;М5;М6;М7;М8;М9;;М11;3 499;0
1000168;Электробритва Panasonic ES-ST25KS820;М1;М2;;;;;;;;;;12 599;0
1371908;Электробритва Philips S1133/41;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 499;0
1371909;Электробритва Philips S1232/41;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;3 599;1 000
1663613;Электробритва Philips S1333/41;М1;М2;М3;М4;М5;;М7;М8;М9;;М11;3 599;0
1371911;Электробритва Philips S3134/51;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;5 199;600
8155503;Электробритва Philips S3232/52;М1;М2;М3;М4;М5;М6;М7;М8;М9;;М11;3 999;0
1261143;Электробритва Philips S5100/06;;М2;М3;М4;М5;М6;;М8;М9;;М11;5 599;800
1261142;Электробритва Philips S5400/06;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;7 999;2 000
1353860;Электробритва Philips S5572/10;М1;М2;М3;М4;М5;;М7;;;;М11;8 999;0
1347972;Электробритва Philips S6640/44;М1;М2;;М4;;;М7;;;;;10 999;0
8161351;Электробритва Remington F4000 E51 Style Series Foil Shaver F4;;;М3;;;М6;;М8;;М10;;3 499;0
8161352;Электробритва Remington F5000 E51 Style Series Foil Shaver F5;М1;;М3;;;;;;М9;;;4 499;0
1326783;Электробритва Remington PR1370 Power Series Aqua Pro;;;М3;;;;;;;;;4 099;0
1123264;Электробритва Remington XR1450;;;;;;;;;М9;;;5 199;0
1123287;Электробритва Remington XR1470;;;;;;;;;М9;;;5 799;0
8191871;Электробритва Sakura SA-5414RB;;;;;;;;;М9;;;740;0
1166941;Электробритва Sinbo SS 4044;;;;;;;;;М9;;;760;0
1109867;Электробритва Vitek VT-8266;М1;;М3;;;;;;М9;М10;;1 250;0
1101414;Электробритва WAHL Mobile shaver;М1;М2;;М4;М5;;;;М9;;;1 199;0
1123288;Электробритва Бердск 2350;;;;;;;;;М9;;;1 499;0
1123290;Электробритва Бердск 2353;М1;;;;;;;;М9;;;1 199;0
1123293;Электробритва Бердск 3114;;;;;;;;;М9;;;1 650;0
1123294;Электробритва Бердск 3231;;;;;;;;;М9;;;1 450;0
1123296;Электробритва Бердск 3234;;;;;М5;;;;;;;1 250;0
1123297;Электробритва Бердск 3235;;;;;;;М7;;М9;;;1 350;0
1123298;Электробритва Бердск 3340 М;;;;;;;;М8;М9;;;1 650;0
1123299;Электробритва Бердск 3341;М1;;;;;;;;М9;;М11;1 799;0
1123302;Электробритва Бердск 3364;М1;;;;;;;;М9;;;1 199;0
8168385;Электробритва Бердск 3365АС;;М2;;;;М6;;;;;;1 750;0
1123310;Электробритва Бердск 3381 А;М1;;;;;;;;;;;1 150;0
1123303;Электробритва Бердск 8;;;;;;;;;М9;;;1 499;0
1123304;Электробритва Бердск 9;М1;;;;;;;;М9;;;1 699;0
1123305;Электробритва Бердск 9М;;;;;;;;;М9;;;1 650;0
8111463;Электробритва Ладомир В811;;;;;М5;;;;;;;899;0
8111464;Электробритва Ладомир В812;;;М3;;;;;;;;;1 199;0
1169952;Электробритва МИКМА 211;;;;;;;;;М9;;;850;0
1169954;Электробритва МИКМА 259Р;М1;;;;;;;;;;;1 199;0
1169955;Электробритва МИКМА 308;;;;;;;;М8;;;;1 450;0
1213671;Электробритва МИКМА 355Р;М1;;;М4;М5;;;М8;М9;;;2 150;0
1296747;Электробритва МИКМА 357Р;;;;;;;;;М9;;;1 599;0
8142861;Электробритва МИКМА 359Р;;;;М4;;;;М8;М9;;;1 650;0
Код;Бытовая техника / Красота и здоровье / Бритье и эпиляция / Триммеры;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
1101001;Триммер Aresa AR-1807;;;;М4;М5;;;;М9;;;430;0
1054989;Триммер BaByliss E856E;;;;М4;;;;М8;;;;1 250;0
8152701;Триммер BaByliss E877E;;;;;;;;;М9;;;2 599;0
1619060;Триммер BaByliss MT726E;;;;;;;;;М9;;;3 799;0
1194413;Триммер BaByliss T800E;;;;;М5;;;;;;;899;0
1195399;Триммер BaByliss T820E;М1;;;;;;;;;;;1 850;0
1107214;Триммер Bradex KZ 0054;М1;;;;;;;;;;;510;0
8163531;Триммер Braun BT3222;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 299;0
8163532;Триммер Braun BT3240 + Бритва Gillette +  кассета;М1;;М3;М4;;;М7;;;;М11;3 499;0
8142907;Триммер Braun BT 5090;;;;;;;;;М9;;;5 499;0
8163533;Триммер Braun BT5240;М1;М2;М3;М4;М5;;М7;;;;;5 099;0
8163534;Триммер Braun BT7220 + Бритва Gillette + 2 кассеты;;;М3;;М5;;;;М9;;;7 199;0
6678421;Триммер Braun EN10;М1;;;;;;;;М9;;;1 450;0
8163535;Триммер Braun MGK3220;М1;М2;М3;М4;;;М7;М8;М9;М10;М11;3 699;0
8163536;Триммер Braun MGK3245 + Бритва Gillette + 1 кас;М1;М2;М3;М4;М5;М6;;М8;М9;М10;М11;4 499;0
1625546;Триммер Braun MGK5280;М1;М2;;М4;М5;;М7;;;;М11;5 999;0
8163537;Триммер Braun MGK7220 + Бритва Gillette + 2 кас + чехол;М1;М2;М3;М4;;;М7;;;;;7 799;0
1050702;Триммер Braun PT 5010;;;;;;;;;М9;;;1 199;0
8137402;Триммер Centek CT-2177;;;М3;;;;;;М9;;;410;0
1110978;Триммер Centek CT-2178;;;М3;;М5;;;;М9;;;250;0
1110979;Триммер Centek CT-2179;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;299;0
1104460;Триммер Centek CT-2180;;;М3;М4;М5;;;М8;М9;М10;М11;280;0
1269552;Триммер DEXP MK-1060;М1;М2;;М4;М5;М6;;М8;М9;;М11;1 350;0
1253939;Триммер DEXP MK-545;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;899;0
1272795;Триммер DEXP MK-560FCPD;М1;М2;;М4;М5;М6;М7;М8;М9;М10;М11;1 299;0
1261978;Триммер DEXP NT-01WP;М1;М2;М3;;М5;М6;М7;М8;М9;М10;М11;150;0
8122215;Триммер Ducati by Imetec 11503;;;;;;;;;М9;;;2 599;0
1080925;Триммер First FA-5680-1;;;М3;;;;;;М9;;;650;0
1082735;Триммер First FA-5680-2;;;;;;;;;М9;;;699;0
1080924;Триммер First FA-5680-2;;;;М4;;;;М8;М9;;;699;0
1052764;Триммер Galaxy GL4230;;;;;;М6;;;М9;;;260;0
8110533;Триммер Gezatone BP207;;;;;;;;;М9;;;2 299;0
8161173;Триммер HOTTEK HT-964-005;М1;;;;;;;;;;;1 099;0
1046006;Триммер Imetec Hi Man 11470;М1;;;М4;М5;М6;М7;;М9;М10;М11;1 699;0
7954328;Триммер Imetec Hi Man 1352A;;;М3;;;;;;;;;950;0
8142930;Триммер Moser 9865-1901 Easy Groom;;;;;М5;;;;;;;1 050;0
8116912;Триммер Moser Beard Trimmer Li Tit;;;М3;;;;;;;;;4 650;0
8188709;Триммер NDCare Bee NT01;;;М3;М4;;;;;М9;;;250;0
149628;Триммер Panasonic ER206;;;;;;;;М8;;;;2 299;0
146001;Триммер Panasonic ER217;М1;;;М4;;;М7;М8;М9;;М11;3 299;0
1007102;Триммер Panasonic ER-GB40;;;;;;;;;М9;;;3 199;0
1039327;Триммер Panasonic ER-GB40-R520;;;;;М5;;;;;;;3 199;0
1007099;Триммер Panasonic ER-GB60;;;;;;;;;М9;;;5 999;0
1344215;Триммер Panasonic ER-GD60-S803;М1;;;;;;;;;;;5 999;0
146010;Триммер Panasonic ER-GN30;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;1 299;0
146012;Триммер Panasonic ER-GY10CM520;М1;М2;;М4;М5;М6;М7;М8;М9;;М11;3 999;0
1261044;Триммер Philips BT3206/14;М1;М2;М3;М4;М5;;М7;;;;М11;2 199;600
1347973;Триммер Philips BT5502/15;;;М3;;;;;;;;;3 399;400
1198317;Триммер Philips MG3710/15;М1;М2;;М4;;;М7;;;;;2 499;500
1127154;Триммер Philips MG3720;;;М3;М4;М5;М6;;М8;М9;;М11;2 599;0
1171642;Триммер Philips MG3740/15;М1;М2;М3;М4;М5;;М7;;;;М11;3 299;649
1188332;Триммер Philips MG5730/15;М1;М2;;М4;М5;;М7;;;;М11;4 499;1 000
1024228;Триммер Philips NT1150;;;М3;;М5;М6;М7;;М9;;;999;0
1685653;Триммер Philips NT3650/16;М1;М2;;М4;М5;М6;;М8;М9;;М11;1 599;0
4700925;Триммер Philips OneBlade QP2520/60;;;М3;М4;М5;;;;;;;2 699;0
1668294;Триммер Philips QP2520/65 OneBlade;;;;;;;;;М9;;;2 999;600
1668295;Триммер Philips QP2620/20 OneBlade;;;;;;;;;М9;;;2 999;0
1105074;Триммер Philips QP6510/20 OneBlade Pro;М1;;;М4;М5;М6;М7;;М9;;М11;5 499;1 000
1097791;Триммер Philips QP6520/20 OneBlade Pro;М1;;;М4;М5;;М7;;М9;;М11;6 250;400
8138458;Триммер Polaris PHC 3019RC Retro;;;;;М5;;;;М9;;;2 699;0
1311146;Триммер Remington MB010 Durablade;;;;М4;М5;;;;М9;;;2 299;0
1085922;Триммер Remington MB4125 Beard Boss;;;;;;;;;;;М11;2 599;0
1232647;Триммер Remington MB4132;М1;;;М4;;;;М8;;;М11;2 399;0
1123267;Триммер Remington NE3455;;;М3;;;;;;;;;1 599;0
8115815;Триммер Remington NE3870;;;;;;;;;М9;;;1 499;0
1624833;Триммер Remington PG3000 G3 Graphite Serie;М1;;М3;М4;;;М7;;;;М11;2 499;0
1123237;Триммер Remington PG6160;;;;;;;;;М9;;;6 099;0
1666304;Триммер Rowenta TN2305 Men in blue;М1;М2;М3;М4;;;М7;М8;М9;;М11;2 199;0
1275846;Триммер Rowenta TN 2850;М1;;М3;М4;М5;М6;М7;М8;М9;М10;М11;1 999;0
1074690;Триммер Rowenta TN 3600 F0;;;;;М5;;;;М9;;М11;1 099;0
1350662;Триммер Rowenta TN-6010 Forever Sharp;М1;М2;;М4;М5;;М7;;;;М11;2 999;0
1107033;Триммер Rowenta TN 9100;;;;;М5;;;;;;;2 650;0
1666305;Триммер Rowenta TN 9155 Men in blue;М1;;М3;;;;;;;;;2 999;0
1220775;Триммер Rowenta TN 9160;;;М3;;;;;;;;;4 299;0
1064099;Триммер Vitek VT-2545 BK;;;М3;М4;;;;;;;;980;0
1102650;Триммер Vitek VT-2549;;;М3;М4;;М6;М7;;;;;2 099;0
8108317;Триммер Vitek VT-2552 BK;;;М3;;;;;;;;;1 199;0
1267086;Триммер Vitek VT-2554;;;;;;;;;М9;;;860;0
1267085;Триммер Vitek VT-2560;;;М3;;;;;;;;;1 850;0
Код;Бытовая техника / Красота и здоровье / Бритье и эпиляция / Эпиляторы;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8140254;Эпилятор Atlanta ATH-6643;;;;;;М6;М7;;М9;;;1 150;0
8140255;Эпилятор Atlanta ATH-6962;М1;;;;;;М7;;М9;;;399;0
153540;Эпилятор Braun 1170;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 899;0
197503;Эпилятор Braun 1370;;;;;;;;;М9;;;3 599;0
141894;Эпилятор Braun 3270;;;;;;;;М8;М9;;;2 999;0
1663981;Эпилятор Braun 3273;;;;;М5;;;М8;М9;М10;М11;2 999;0
1228020;Эпилятор Braun 5511+насадка для начинающих;;М2;;;;;;;М9;;;6 499;3 200
8199318;Эпилятор Braun 5513;;М2;;;М5;;;;;;;3 999;0
1215024;Эпилятор Braun SE 3420 + триммер Braun FG 1100;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;;5 699;2 400
1314908;Эпилятор Braun SE 5545 GS + щеточка для очищения лица;;М2;;;М5;;М7;М8;;;;3 999;0
1029391;Эпилятор Braun SE 7175 WD;;;;;;;;;М9;;;6 999;0
1325808;Эпилятор Braun SE 7-561+триммер Braun FG 1100;;;М3;;;;;М8;;;;7 499;0
1398634;Эпилятор Braun Senso Smart 7/880;;;М3;;;;;;;;;8 599;0
1641008;Эпилятор Braun SES5-610;;М2;;М4;М5;М6;М7;М8;М9;М10;М11;7 299;2 300
4729367;Эпилятор Braun SES9001;М1;;;;;;;;М9;;;17 499;0
1641009;Эпилятор Braun SES9-710;;;;М4;М5;;;;М9;;;6 999;0
1146188;Эпилятор Centek CT-2194;;;;;;;;;М9;;;950;0
1252975;Эпилятор DEXP LS-1001;;М2;М3;;;;М7;;М9;;;999;0
8107528;Эпилятор Irit IR-3098;;М2;М3;;;М6;М7;;М9;М10;;430;0
1623655;Эпилятор NDCare Velvet LE01;М1;М2;М3;М4;М5;;;М8;М9;М10;М11;1 299;0
1131151;Эпилятор Panasonic ES-ED23;;;М3;;;;;;М9;;;3 899;0
1018171;Эпилятор Panasonic ES-ED70;М1;;;М4;М5;М6;М7;;М9;М10;;6 399;0
1000163;Эпилятор Panasonic ES-ED94-S520;;;;М4;;;;;М9;;;8 999;0
1355916;Эпилятор Philips BRE225/00;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;2 299;300
1343464;Эпилятор Philips BRE255/00;М1;М2;М3;М4;М5;М6;;М8;М9;М10;М11;2 999;800
1343465;Эпилятор Philips BRE275/00;;М2;М3;;;М6;;М8;;;;3 299;1 000
1217881;Эпилятор Philips BRE635;;;;М4;;;;;;;;3 999;0
1687098;Эпилятор Philips BRE700/00;;;;;;;;;М9;;;4 699;449
1389395;Эпилятор Philips BRP506/00;;;;;;;;;М9;;;2 999;449
1623626;Эпилятор Rowenta Aquasoft EP4920F0;;;;;;;;;М9;;;3 999;0
1069430;Эпилятор Rowenta EP 2851+триммер;М1;;М3;М4;;М6;М7;М8;М9;М10;М11;3 299;0
1623624;Эпилятор Rowenta EP8030F0;М1;;;М4;М5;;;М8;М9;;;5 499;0
1197743;Эпилятор Rowenta EP 8050;М1;;;;;;;;;;;4 999;0
1152062;Эпилятор Rowenta Lipstick EP1038;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;1 499;0
176514;Эпилятор Rowenta Silence Soft EP5660;М1;;;;;;;;М9;;;3 399;0
8131982;Эпилятор Rowenta SKIN SPRIT EP2900F0;;;;;;;;;М9;;;2 499;0
8131984;Эпилятор Rowenta SKIN SPRIT EP2902F0;М1;М2;М3;;;М6;;М8;М9;;;2 499;0
8131983;Эпилятор Rowenta SKIN SPRIT EP2910F0;М1;;;;М5;М6;;;М9;;;3 499;0
1043605;Эпилятор Rowenta SOFT SENSATION EP 5700;;;;;;;;;М9;;;3 499;0
Код;Бытовая техника / Красота и здоровье / Детям / Другие предметы для кормления;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
1027719;Мультикомбайн Erisson MB-001;М1;;;;;;;;;;;1 599;0
Код;Бытовая техника / Красота и здоровье / Детям / Молокоотсосы;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8166592;Молокоотсос Balio RH208;;;;;;;;;М9;;;1 150;0
1141629;Молокоотсос Maman LS-A06;;;;;;;;;М9;;;1 550;0
Код;Бытовая техника / Красота и здоровье / Детям / Подогреватели бутылочек;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8127469;Подогреватель бутылочек Maman LS-C002;;;;;;;;;М9;;;1 150;0
Код;Бытовая техника / Красота и здоровье / Детям / Радио и видео няни;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8140903;Видеоняня HelloBaby HB24;;;;;;;;;М9;;;7 499;0
8141385;Видеоняня KODAK CHERISH C225;;;;;;;;;М9;;М11;8 999;0
8191039;Видеоняня Motorola EASE34;;;;;;;;;М9;;;7 750;0
1141619;Радионяня Balio MB-03;;;;;;;;;М9;;;3 699;0
1197801;Радионяня Beurer BY 33;;;;;;;;;М9;;;4 399;0
1005137;Радионяня Beurer BY 84;;;;;;;;;М9;;;4 499;0
1141621;Радионяня Maman BM2000;;;;;;;;;М9;;;4 650;0
8139404;Радионяня Maman DM1211;;;;;;;;;М9;;;4 050;0
1109007;Радионяня Motorola MBP140;;;;;;;;;М9;;;2 199;0
1028432;Радионяня Motorola MBP160;;М2;;;;;;;;;;2 599;0
1028433;Радионяня Motorola MBP161 Timer;;;;;;;;;М9;;;4 399;0
Код;Бытовая техника / Красота и здоровье / Детям / Стерилизаторы;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
1131065;Стерилизатор Canpol babies;;;;;;;;;М9;;;1 699;0
1029898;Стерилизатор Maman BY-03;;;;;;;;;М9;;;2 050;0
Код;Бытовая техника / Красота и здоровье / Детям / Термометры для воды;М1;М2;М3;М4;М5;М6;М7;М8;М9;М10;М11;Цена, руб;Бонусы
8113711;Термометр для воды Balio RT-18;;;;;;;;;М9;;;750;0
